hotel_name,location,price,original_price,ratings,score,reviews,rooms,beds,breakfast,transportation,metro_access,cancellation_policy,center_distance,tax_charges
Hotel Vandana - 5 mins away from New Delhi,"Paharganj, New Delhi (Chandni Chowk)",8905.0,8905.0,Review score,3.0,2,Triple Room,1 double bed,,Free parking,No Metro,No prepayment needed – pay at the property,,445
Hotel Maharani -New Delhi Railway Station - Paharganj,"Paharganj, New Delhi (Chandni Chowk)",11400.0,24000.0,Good,7.6,78,Deluxe Triple Room,"2 beds (1 single, 1 extra-large double)",,Free parking,No Metro,Free cancellation,,570
"Hotel C Park, Karol Bagh, New Delhi","Karol bagh, New Delhi",28310.0,28310.0,Good,7.9,46,Superior Double Room,"2 beds (1 extra-large double, 1 sofa bed)",,Free parking,Metro access,Free cancellation,,1416
Hotel Rachna Tourist Inn,"Paharganj, New Delhi (Chandni Chowk)",6994.0,6994.0,Review score,3.6,11,Deluxe Family Room,2 double beds • Cot always available,,Free parking,No Metro,No prepayment needed – pay at the property,,350
Hotel Sun International,"Paharganj, New Delhi (Chandni Chowk)",15180.0,34500.0,Review score,6.4,84,Comfort Triple Room,"2 beds (1 single, 1 double)",,,No Metro,No prepayment needed – pay at the property,,759
Hotel O Priya Palace,"Paharganj, New Delhi (Chandni Chowk)",12717.0,20185.0,Good,7.0,76,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,942
Hotel Garden View - Near Karol Bagh Metro Station and Gaffar Market,"Karol bagh, New Delhi",43740.0,82528.0,Very good,8.2,87,Superior Triple Room,"2 beds (1 single, 1 large double)",,Free parking,Metro access,Free cancellation,,2187
OPO Essential RODALI,"Karol bagh, New Delhi",62694.0,104490.0,Good,7.7,36,Double Room,2 double beds,,Free parking,Metro access,,,3135
The Harikanta Residency,"Central Delhi, New Delhi",15960.0,22800.0,Review score,4.0,2,Deluxe Room,2 double beds,,Free parking,No Metro,Free cancellation,,798
Hotel Cabana 5 Mins Walking Distance From NDLS Station,"Paharganj, New Delhi (Chandni Chowk)",20096.0,26795.0,Fabulous,8.8,10,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,Free cancellation,,1005
Hotel Grand Park Inn,"Karol bagh, New Delhi",32657.0,32657.0,Review score,6.9,111,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,,,1903
All Time Residency Luxe Collection,"Paharganj, New Delhi (Chandni Chowk)",28997.0,57994.0,Fabulous,8.7,125,Studio Luxe With City View,Entire studio • 1 bathroom • 18 m²1 extra-large double bed,,Free parking,Metro access,,,1450
HOTEL SINGH CONTINETAL,"Karol bagh, New Delhi",32775.0,67438.0,Very good,8.1,287,Executive Triple Room,"2 beds (1 single, 1 extra-large double)",,Free parking,Metro access,,,1639
Hotel Swastik place 2 min Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",11692.0,33405.0,Review score,6.4,24,Family Room,2 extra-large double beds,,,No Metro,Free cancellation,,585
Hotel Sunrise DX,"Paharganj, New Delhi (Chandni Chowk)",12688.0,23940.0,Review score,4.0,4,Double Room,1 extra-large double bed,,,No Metro,,,634
Hotel Neelam Palace Just 5 Minutes from Railway Station & Connaught place,"Paharganj, New Delhi (Chandni Chowk)",196000.0,196000.0,Review score,1.0,1,Deluxe Room,2 double beds,,,No Metro,,,35280
"Hotel Shree Sai Dham Near New Delhi Railway Station, Paharganj","Paharganj, New Delhi (Chandni Chowk)",13685.0,28158.0,Very good,8.2,22,Deluxe Double Room,2 double beds,,Free parking,No Metro,,,684
HILIFE Inn,"Paharganj, New Delhi (Chandni Chowk)",28704.0,35880.0,Review score,6.8,12,Deluxe Double Room,2 extra-large double beds,,Free parking,No Metro,No prepayment needed – pay at the property,,1435
Hotel WK Comfort - Near White Clove,"Paharganj, New Delhi (Chandni Chowk)",54000.0,54000.0,Good,7.9,20,Queen Room,2 double beds,,,Metro access,Free cancellation,,2700
Hotel Raj Deluxe,"Paharganj, New Delhi (Chandni Chowk)",10800.0,10800.0,Review score,5.0,3,Quadruple Room with Balcony,2 double beds,,,No Metro,Free cancellation,,540
Hotel Mid Town,"Karol bagh, New Delhi",14175.0,31500.0,Review score,1.0,1,Deluxe Triple Room,"2 beds (1 double, 1 futon)",,,Metro access,Free cancellation,,709
HOTEL ROYAL AFGHAN,"Dariyaganj, New Delhi (Chandni Chowk)",25200.0,42000.0,Review score,4.2,27,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,No prepayment needed – pay at the property,,1260
Hotel Geetanjali Inn,"Paharganj, New Delhi (Chandni Chowk)",14553.0,34650.0,,0.0,0,Deluxe Single Room,1 single bed,,,No Metro,Free cancellation,,728
Hotel Ruhi Dx,"Paharganj, New Delhi (Chandni Chowk)",18360.0,18360.0,Very good,8.3,3,Deluxe Double Room (2 Adults + 1 Child),2 double beds,,,Metro access,Free cancellation,,918
Wood Castle,"Karol bagh, New Delhi",55000.0,55000.0,Superb,9.1,156,Super Deluxe Double Room,2 extra-large double beds,,Free parking,Metro access,,,2750
HOTEL HRD - NEW Delhi Railway Station - Couple Friendly Local IDs Accepted,"Paharganj, New Delhi (Chandni Chowk)",5885.0,15090.0,Review score,5.4,56,Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,,1164
HOTEL MSRegency,"Karol bagh, New Delhi",44700.0,44700.0,,0.0,0,Family Room with Garden View,2 double beds,,,Metro access,Free cancellation,,2235
Hotel Klick International 2 Min Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",21700.0,43400.0,Review score,4.9,18,Superior Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,1085
Hotel O Delhi Empire,"Central Delhi, New Delhi (Chandni Chowk)",6628.0,10520.0,Review score,1.5,4,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,,637
Hotel Majors Den,"Paharganj, New Delhi (Chandni Chowk)",7110.0,11850.0,Very good,8.4,61,Standard Double Room with Fan,1 large double bed,,Free parking,Metro access,,,356
Shree Guru Guest House 3 Minute Walking Distance From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",7241.0,20688.0,Good,7.0,3,Deluxe Triple Room,"2 beds (1 double, 1 sofa bed)",,Free parking,No Metro,No prepayment needed – pay at the property,,362
Hotel Delhi Regency - Walking Distance From New Delhi Railway Station And Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",11688.0,19481.0,Very good,8.2,5,Double Room,2 double beds,,,No Metro,Free cancellation,,584
Hotel Hill Palace -Near Karol Bagh Metro Station,"Karol bagh, New Delhi",24300.0,48600.0,Review score,5.8,19,Deluxe Room,Choice of beds: extra-large double or singles,,Free parking,Metro access,Free cancellation,,1215
Hotel Florence,"Karol bagh, New Delhi",33320.0,33320.0,Review score,6.6,5,Premier Double or Twin Room,Beds: 1 double or 2 singles • Free cot always available,,,No Metro,,,1666
Hotel Roma Villa,"Paharganj, New Delhi (Chandni Chowk)",9240.0,13200.0,Review score,6.0,59,Classic Triple Room,"2 beds (1 double, 1 extra-large double)",,,No Metro,No prepayment needed – pay at the property,,462
"Hotel Mehul International -Near New Delhi Railway Station, Paharganj & Connaught Place","Paharganj, New Delhi (Chandni Chowk)",41577.0,75595.0,Very good,8.4,258,Boutique Room,Entire studio • 1 bathroom • 20 m²1 double bed • Free cot always available,,Airport shuttle (free),No Metro,No prepayment needed – pay at the property,,2079
Hotel Prince Palace Deluxe - New Delhi,"Paharganj, New Delhi (Chandni Chowk)",14685.0,24475.0,Superb,9.0,39,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,,,734
Hotel Dollar Inn,"Paharganj, New Delhi (Chandni Chowk)",10796.0,17994.0,Review score,6.7,57,Basic Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,540
Hotel Good Palace Karol Bagh,"Karol bagh, New Delhi",20280.0,31200.0,Very good,8.2,49,Double Room,1 double bed,,Free parking,Metro access,,,1014
Family Hotel - Paharganj Guest - PG,"Paharganj, New Delhi (Chandni Chowk)",6958.0,17394.0,Exceptional,10.0,3,Comfort Triple Room,"2 beds (1 single, 1 extra-large double)",,,No Metro,Free cancellation,,348
Hotel Sai Miracle - Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",29510.0,45400.0,Very good,8.5,154,Luxury Triple Room,"2 beds (1 single, 1 double)",,,Metro access,Free cancellation,,1475
"Hotel City Empire New Delhi Railway Station, Connaught Place - Free Airport Pickup","Paharganj, New Delhi (Chandni Chowk)",27000.0,54000.0,Very good,8.0,344,Superior Triple Room,"2 beds (1 single, 1 large double)",,Airport shuttle (free),No Metro,Free cancellation,,1350
FM Hotels - Karol Bagh,"Karol bagh, New Delhi",16200.0,16200.0,,0.0,0,Deluxe Double Room,2 double beds,,Free parking,Metro access,Free cancellation,,810
Hotel Ratandeep at Paharganj,"Paharganj, New Delhi (Chandni Chowk)",42140.0,60200.0,Review score,6.4,33,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,2107
AB Hotel - Amar International by AB Group - Local ID not accepted,"Paharganj, New Delhi (Chandni Chowk)",11389.0,19980.0,Fabulous,8.6,24,Standard Double or Twin Room,2 double beds,,,No Metro,Free cancellation,,569
A One Hostel,"Paharganj, New Delhi (Chandni Chowk)",10800.0,10800.0,Review score,6.3,4,Single Bed in Mixed Dormitory Room,3 beds in dormitories3 single beds,,,No Metro,Free cancellation,,540
Hotel Chowdhry-New Delhi Railway Station-2 minutes walk,"Paharganj, New Delhi (Chandni Chowk)",13464.0,16830.0,Review score,6.3,110,Deluxe Single Room,1 single bed,,,No Metro,Free cancellation,,673
Super Hotel O 83167 Golden Key Inn,"Central Delhi, New Delhi",6400.0,13062.0,Review score,1.9,16,Classic Triple Room,1 large double bed,,,No Metro,,,626
Super Hotel O Grand Peepal,"Karol bagh, New Delhi",9395.0,14913.0,Review score,2.4,27,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,,674
hotel R Dx Arakashan Road - Near New Delhi Railway Dtation,"Paharganj, New Delhi (Chandni Chowk)",13000.0,13000.0,Review score,5.5,2,Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,,650
The C Park Inn Karol Bagh Homely Atmosphere,"Karol bagh, New Delhi",17388.0,26345.0,Good,7.3,185,Family Room,2 large double beds,,,Metro access,,,869
NEW RANOVATED Hotel Station View Opposite New Delhi Railway,"Paharganj, New Delhi (Chandni Chowk)",28752.0,28752.0,Good,7.0,49,Classic Triple Room,2 extra-large double beds,,Free parking,Metro access,Free cancellation,,1438
The Hotel Mohit -5 Minutes Walk From New Delhi Railway Station - Paharganj,"Paharganj, New Delhi (Chandni Chowk)",11486.0,28016.0,Good,7.6,445,Super Deluxe Room - Complimentary HI-Tea in the evening,"2 beds (1 extra-large double, 1 futon)",,Free parking,No Metro,Free cancellation,,574
Hotel Dreamland Dx-5 Mints walk From New Delhi Railways Station,"Paharganj, New Delhi (Chandni Chowk)",8360.0,22000.0,Review score,5.4,60,Triple Room,"2 beds (1 single, 1 double)",,,No Metro,,,418
Hotel Woodland Deluxe,"Paharganj, New Delhi (Chandni Chowk)",12636.0,14040.0,Review score,6.0,8,Standard Double Room with Fan,2 double beds,,Free parking,No Metro,,,632
Hotel Laffaire by Welcome Palace,"Karol bagh, New Delhi",35970.0,35970.0,Review score,5.0,1,Superior King Room,1 extra-large double bed,Breakfast included,Free parking,Metro access,Free cancellation,,1799
Hotel Kabir palace,"Paharganj, New Delhi (Chandni Chowk)",10203.0,10203.0,Review score,5.0,1,Double Room,2 double beds,,,No Metro,Free cancellation,,510
Hotel Pooja Palace,"Karol bagh, New Delhi",31200.0,31200.0,Good,7.8,64,Deluxe Double Room,Choice of beds: double or singles,,Free parking,Metro access,No prepayment needed – pay at the property,,1560
Townhouse Arakashan Road Paharganj Formerly Mohan international,"Paharganj, New Delhi (Chandni Chowk)",12158.0,19298.0,Review score,6.8,56,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,613
Hotel Sona Deluxe Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",36000.0,60000.0,,0.0,0,Deluxe Double Room,2 double beds,,Free parking,No Metro,Free cancellation,,1800
Hotel A-10 International,"Paharganj, New Delhi (Chandni Chowk)",22680.0,37800.0,Good,7.0,3,Budget Double Room,1 extra-large double bed,,,No Metro,No prepayment needed – pay at the property,,1134
HOTEL DARPAN PALACE -New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",13608.0,13608.0,Review score,6.3,66,Standard Double Room,2 single beds,,,No Metro,,,680
Hotel Taj Princess - Boutique Hotel,"Karol bagh, New Delhi",27300.0,27300.0,Review score,4.3,20,Executive Double Room,1 double bed,,,Metro access,No prepayment needed – pay at the property,,1365
Treebo Royal Comfort,"Karol bagh, New Delhi",23005.0,54774.0,Review score,6.8,41,Deluxe Double Room,1 extra-large double bed,Breakfast included,Free parking,Metro access,No prepayment needed – pay at the property,,1150
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,"Paharganj, New Delhi (Chandni Chowk)",14426.0,29441.0,Very good,8.2,906,Super Deluxe Double Room,"2 beds (1 extra-large double, 1 futon) • Cot always available",,Free parking,No Metro,Free cancellation,,721
Family Hotel Shree Sai Dham,"Paharganj, New Delhi (Chandni Chowk)",9600.0,9600.0,Very good,8.1,19,Superior Triple Room,"2 beds (1 single, 1 large double)",,,No Metro,Free cancellation,,480
Hotel Grand Aavaas- Traveller's Choice Award Winner 2025,"Karol bagh, New Delhi",45360.0,75600.0,Superb,9.0,157,Deluxe Double Room,2 double beds,,Free parking,Metro access,Free cancellation,,2268
Hotel OThe Signature Stay Guest House,"North Delhi, New Delhi",7466.0,11851.0,Review score,1.0,2,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,,679
Ram Palace,"Karol bagh, New Delhi",27720.0,46200.0,Review score,5.0,1,Standard Double Room,1 double bed,,Free parking,Metro access,Free cancellation,,1386
Super Hotel O Super Siddhartha Guest House,"East Delhi, New Delhi",6910.0,10968.0,Review score,2.9,31,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,575
Hotel Florence Legacy,"Paharganj, New Delhi (Chandni Chowk)",13437.0,22394.0,,0.0,0,Standard Triple Room,"2 beds (1 single, 1 double)",,,No Metro,No prepayment needed – pay at the property,,672
Hotel O Kiiza Stay House,"North Delhi, New Delhi",6160.0,9778.0,Review score,1.8,20,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,,652
AB Sarthak Hotel- Near New Delhi Raliway Station Connaught place and VFS,"Paharganj, New Delhi (Chandni Chowk)",6974.0,13675.0,Good,7.4,30,Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,349
Hotel Ashoka Continental Near New Delhi Railway station,"Paharganj, New Delhi (Chandni Chowk)",11067.0,22135.0,,0.0,0,Triple Room,"2 beds (1 single, 1 extra-large double)",,,No Metro,No prepayment needed – pay at the property,,553
Apple Villa - Behind Chabad House - Paharganj - New Delhi,"Paharganj, New Delhi (Chandni Chowk)",18897.0,41994.0,Good,7.2,5,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,Free cancellation,,945
Hotel O by OYO Sagar Palace,"Paharganj, New Delhi (Chandni Chowk)",5560.0,8826.0,,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,584
Collection O Paharganj,"Paharganj, New Delhi (Chandni Chowk)",8811.0,13985.0,Review score,5.0,1,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,747
Hotel Arihant Inn,"Karol bagh, New Delhi",28502.0,47504.0,Exceptional,10.0,1,Triple Room,"2 beds (1 single, 1 large double)",,,No Metro,,,1425
Just Renovated - Del Fox Hotel New Delhi - Just a Minute Away From New Delhi Railway Station and Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",12092.0,15115.0,Review score,6.3,186,Luxury Triple Room,2 single beds,,Free parking,No Metro,Free cancellation,,605
Hotel Nirmal Mahal - Paharganj - New Delhi,"Paharganj, New Delhi (Chandni Chowk)",14847.0,26995.0,Very good,8.3,30,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,,,742
Hotel Shivans,"Paharganj, New Delhi (Chandni Chowk)",10290.0,34300.0,Review score,1.0,1,Standard Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,515
Super Hotel O Hare rama guest house,"Paharganj, New Delhi (Chandni Chowk)",6777.0,10757.0,Review score,3.0,1,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,,568
Hotel O Aura Palace Deluxe,"Paharganj, New Delhi (Chandni Chowk)",5711.0,9066.0,Review score,3.1,21,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,668
"HOTEL RAMA INN, New Delhi Station","Paharganj, New Delhi (Chandni Chowk)",18713.0,29238.0,Good,7.0,2,Deluxe Double Room (2 Adults + 1 Child),2 double beds,,Free parking,No Metro,Free cancellation,,936
Saffron Inn-Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",12338.0,30093.0,,0.0,0,Standard Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,617
Hotel SHIMLA HERITAGE- Near B L K Hospital,"Karol bagh, New Delhi",29588.0,29588.0,Review score,4.7,20,Deluxe Double Room,2 extra-large double beds,,Free parking,Metro access,Free cancellation,,1479
Comfort Stay Hostel,"Paharganj, New Delhi (Chandni Chowk)",9920.0,9920.0,Review score,5.1,187,Bed in 10-Bed Mixed Dormitory Room,3 beds in dormitories3 bunk beds,,,Metro access,No prepayment needed – pay at the property,,496
Hotel O Crown deluxe,"Karol bagh, New Delhi",8266.0,13121.0,Review score,2.4,5,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,,617
Hotel Classic Inn Near Gaffar Market,"Karol bagh, New Delhi",29520.0,29520.0,Good,7.1,30,Deluxe Double Room,"2 beds (1 double, 1 large double)",,,Metro access,,,1476
Hotel Bright,"Connaught Place, New Delhi",83502.0,119288.0,Good,7.7,129,Deluxe Twin Room,4 single beds,,,Metro access,,,4175
Treebo Paras International,"Karol bagh, New Delhi",27363.0,67562.0,Good,7.7,274,Superior Double Room,2 single beds,Breakfast included,,Metro access,No prepayment needed – pay at the property,,1368
Stay nearby Lutyen's Delhi just 15min from Connaught Place,"Connaught Place, New Delhi",26113.0,29014.0,Good,7.1,44,Double Room with Private Bathroom,1 double bed,,Free parking,Metro access,,,1306
Urban Inn,"Central Delhi, New Delhi",15210.0,15210.0,,0.0,0,Double Room,2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,,761
JEYAN INN BY Golden Tree,"Karol bagh, New Delhi",70110.0,70110.0,Fabulous,8.9,103,Superior Double Room,2 single beds,,Free parking,Metro access,No prepayment needed – pay at the property,,3506
